4C,24,Barabara Ferrell,ECON
4C,27,Shavonda Starkey,ECON
4D,3,Meridith Gruber,ECON
4D,16,Troy Pulley,ECON
4D,19,Nam Billiot,ECON
4D,20,Mikki Busch,ECON
4D,27,Reid Rodrigues,ECON
4D,31,Janel Kay,ECON
4D,32,Tiffani Kidd,ECON
4E,1,Kory Hobbs,ECON
4E,8,Laurinda Nagel,ECON
4E,14,Mauro Fitzsimmons,ECON
4E,16,Magali Cromer,ECON
4E,22,Jenice Ledbetter,ECON
4E,30,Glennie Damico,ECON
4E,33,Sydney Rawls,ECON
5A,2,Kathe Miner,ECON
5A,4,Ema Hawley,ECON
5A,6,Katheryn Vogt,ECON
5A,15,Numbers Norwood,ECON
5A,17,Leilani Wilhelm,ECON
5A,22,Julieta Stamm,ECON
5A,23,Elisha Plummer,ECON
5A,29,Dulce Moen,ECON
5A,32,Lashonda Withers,ECON
5A,35,Kaitlin Kane,ECON
5B,4,Waldo Vaughan,ECON
5B,10,Douglass Woodcock,ECON
5B,11,Edris Beckett,ECON
5B,20,Carmina Keene,ECON
5B,22,Jong Galloway,ECON
5B,26,Deshawn Lockhart,ECON
5B,28,Eryn Mattingly,ECON
5B,30,Val Mccallister,ECON
5B,33,Leeanna Canfield,ECON
5C,1,Marchelle Duarte,ECON
5C,3,Cordia Howerton,ECON
5C,7,Jamika Drummond,ECON
5C,8,Denisha Metcalf,ECON
5C,10,Karina Juarez,ECON
5C,11,Bong Dunbar,ECON
5C,12,Shannan Dupont,ECON
5C,16,Mee Farrar,ECON
5C,17,Les True,ECON
5C,20,Marcy Mark,ECON
5C,21,Laureen Cornwell,ECON
5C,23,Marylouise Dillon,ECON
5C,25,Reed Valle,ECON
5C,30,Ranee Ziegler,ECON
5C,33,Sharri Coble,ECON
5C,34,Sol Mccord,ECON
5C,35,Marquita Edmonds,ECON
5C,36,Zackary Roper,ECON
5D,6,Lexie Christman,ECON
5D,8,Regine Callahan,ECON
5D,11,Valorie Beam,ECON
5D,15,Flossie Hurd,ECON
5D,16,Kristian Morse,ECON
5D,21,Deetta Street,ECON
5D,29,Tory Wilde,ECON
5D,31,Vita Dodson,ECON
5D,34,Winter Ulrich,ECON
5D,35,Kathrine Brewster,ECON
5E,2,Lashandra Simms,ECON
5E,3,Phebe Allan,ECON
5E,7,Lucrecia Nielson,ECON
5E,8,Rebecka Peck,ECON
5E,15,Yelena Edgar,ECON
5E,17,Novella Cone,ECON
5E,28,Micheal Creel,ECON
5E,35,Samual Fain,ECON
5E,37,Rosann Bumgarner,ECON
6A,7,Charise Ladner,ECON
6A,13,Vickey Flannery,ECON
6A,15,Angella Goad,ECON
6A,16,Qiana Velez,ECON
6A,23,Christiana Fulmer,ECON
6A,29,Sudie Bartlett,ECON
6A,31,Alene Corbett,ECON
6A,34,Gerri Spain,ECON
6A,39,Gussie Hendrick,ECON
6A,41,Marya Hayden,ECON
6B,14,Serita Rizzo,ECON
6B,16,Kermit Vera,ECON
6B,20,Chet Caskey,ECON
6C,2,Yanira Wilks,ECON
6C,3,Chelsey Ely,ECON
6C,5,Cuc Lind,ECON
6C,8,Cassidy Hathaway,ECON
6C,9,Brain Cleary,ECON
6C,14,Rana Hoover,ECON
6C,20,Angelic Good,ECON
6C,22,Margarito Begay,ECON
6C,23,Wilton Hooks,ECON
6C,24,Carol Moyer,ECON
6C,25,Lidia Crawley,ECON
6C,26,Shaneka Boss,ECON
6C,27,Shella Hinson,ECON
6C,28,Jasper Richard,ECON
6C,29,Cleora Scoggins,ECON
6C,30,Chuck Laflamme,ECON
6C,31,Tia Winters,ECON
6C,36,Neta Leon,ECON
6C,38,Sachiko Bradbury,ECON
6C,41,Lannie Neel,ECON
6D,1,Corrine Heck,ECON
6D,3,Callie Colburn,ECON
6D,4,Werner Roldan,ECON
6D,6,Augustine Barbosa,ECON
6D,9,Caitlyn Aquino,ECON
6D,10,Stephan Pyle,ECON
6D,12,Colby Vanwinkle,ECON
6D,13,Bethann Loftis,ECON
6D,14,Heath Teal,ECON
6D,16,Shiela Dolan,ECON
6D,17,Zackary Souza,ECON
6D,19,Evelynn Howerton,ECON
6D,20,Isidro Cope,ECON
6D,21,Tyron David,ECON
6D,24,Harrison Bolt,ECON
6D,26,Moises Tolliver,ECON
6D,27,Ethelyn Sylvester,ECON
6D,29,Erlinda Hand,ECON
6D,30,Agustina Lehmann,ECON
6D,34,India Murdock,ECON
6D,36,Sherell Crowley,ECON
6D,41,Zula Escobedo,ECON
6E,3,Efrain Walls,ECON
6E,18,Yolando Higdon,ECON
6E,24,Orpha Ott,ECON
6E,25,Nobuko Blanchard,ECON
6E,28,Emely Cardenas,ECON
6E,30,Annis Hamrick,ECON
4A,1,Laveta Snipes,GEOG
4A,10,Pearly Huerta,GEOG
4A,16,Tama Weed,GEOG
4A,18,Pasquale Mares,GEOG
4A,23,Buford Benedict,GEOG
4A,31,Lane Becnel,GEOG
4A,32,Refugio Griswold,GEOG
4A,36,Marna Nabors,GEOG
4B,6,Maryjane Stauffer,GEOG
4B,7,Laurette Hanks,GEOG
4B,9,Kacy Dent,GEOG
4B,16,Allen Cleveland,GEOG
4B,18,Nakesha Trotter,GEOG
4B,21,Apryl Felix,GEOG
4B,24,Roxana Locklear,GEOG
4B,27,Cori Mabe,GEOG
4B,35,Edris Hodgson,GEOG
4C,1,Ashly Calderon,GEOG
4C,14,Nathanial Justice,GEOG
4C,16,Eda Picard,GEOG
4C,20,Denny Pollack,GEOG
4C,26,Loreen Irvine,GEOG
4C,30,Tereasa Barney,GEOG
4C,35,Claudine Cote,GEOG
4C,36,Gia Cranford,GEOG
4D,2,Hilma Robb,GEOG
4D,8,Na Alley,GEOG
4D,13,Vella Spear,GEOG
4D,18,Stephany Richter,GEOG
4D,21,Phyliss Grayson,GEOG
4D,24,Rhett Mcginnis,GEOG
4E,3,Steffanie Regalado,GEOG
4E,9,Marvella Mangum,GEOG
4E,10,Nieves Weed,GEOG
4E,17,Abdul Hannon,GEOG
4E,23,Jacqui Maestas,GEOG
4E,24,Tereasa Mcnutt,GEOG
4E,35,Alverta Crump,GEOG
5A,8,Royal Linkous,GEOG
5B,6,Dudley Slack,GEOG
5B,8,Xiao Menard,GEOG
5B,22,Jong Galloway,GEOG
5B,27,David Spicer,GEOG
5B,29,Winona Shifflett,GEOG
5C,1,Marchelle Duarte,GEOG
5C,6,Karren Christenson,GEOG
5C,11,Bong Dunbar,GEOG
5C,14,Anamaria Newberry,GEOG
5C,18,Eliseo Nadeau,GEOG
5C,26,Zena Keenan,GEOG
5C,30,Ranee Ziegler,GEOG
5C,33,Sharri Coble,GEOG
5C,35,Marquita Edmonds,GEOG
5C,37,Jeraldine Frazer,GEOG
5D,4,Mana Clemens,GEOG
5D,22,Wilford Duffy,GEOG
5D,30,Cicely Major,GEOG
5D,35,Kathrine Brewster,GEOG
5D,37,Glayds Pringle,GEOG
5D,38,Elisha Hubert,GEOG
5D,39,Lanette Prosser,GEOG
5E,1,Mitsue Quinonez,GEOG
5E,11,Takako Kerns,GEOG
5E,14,Winnie Reeder,GEOG
5E,31,Lucilla Fitts,GEOG
5E,33,Luvenia Whitaker,GEOG
6A,1,Babara Arreola,GEOG
6A,5,Lane Bivens,GEOG
6A,11,Demetra Ferris,GEOG
6B,1,Maura Bess,GEOG
6B,7,Prince Doll,GEOG
6B,17,Hilario Houser,GEOG
6B,27,Cleo Diggs,GEOG
6B,28,Aimee Tiller,GEOG
6C,3,Chelsey Ely,GEOG
6C,13,Tandra Osteen,GEOG
6C,21,Rossana Slagle,GEOG
6C,27,Shella Hinson,GEOG
6C,33,Gennie Hutson,GEOG
6C,34,Ellamae Haas,GEOG
6C,35,Joanie Bair,GEOG
6D,22,Tangela Nielson,GEOG
6D,23,Mitchel Carbajal,GEOG
6D,38,Laurette Cady,GEOG
6E,20,Hilario Marino,GEOG
4A,23,Buford Benedict,HIST
4A,36,Marna Nabors,HIST
4B,7,Laurette Hanks,HIST
4B,8,Yevette Rosenthal,HIST
4B,10,Willia Spivey,HIST
4B,14,Daysi Peachey,HIST
4B,15,Audrea Nixon,HIST
4B,16,Allen Cleveland,HIST
4B,20,Genny Henning,HIST
4B,26,Vada Pogue,HIST
4B,34,Jewel Domingo,HIST
4C,2,Gary Mosley,HIST
4C,3,Latoyia Broderick,HIST
4C,7,Fredia Mattingly,HIST
4C,9,Mackenzie Cardwell,HIST
4C,11,Lesha Fairley,HIST
4C,14,Nathanial Justice,HIST
4C,18,Lane Belton,HIST
4C,20,Denny Pollack,HIST
4C,22,Dominque Harder,HIST
4C,23,Dewitt Aleman,HIST
4C,25,Chante Barlow,HIST
4C,26,Loreen Irvine,HIST
4C,29,Misti Coburn,HIST
4C,30,Tereasa Barney,HIST
4C,31,Jazmin Shannon,HIST
4C,32,Cuc Wilke,HIST
4C,34,Katina Nielson,HIST
4C,35,Claudine Cote,HIST
4C,36,Gia Cranford,HIST
4D,4,Earle Dortch,HIST
4D,9,Theresia Beebe,HIST
4D,14,Jada Avery,HIST
4D,17,Mila Rosas,HIST
4D,24,Rhett Mcginnis,HIST
4D,26,Christiana Baer,HIST
4E,3,Steffanie Regalado,HIST
4E,4,Piedad Spearman,HIST
4E,32,Brittaney Stacy,HIST
4E,35,Alverta Crump,HIST
4E,36,Estefana Abrams,HIST
5A,2,Kathe Miner,HIST
5A,7,Shayna Lapointe,HIST
5A,8,Royal Linkous,HIST
5A,16,Mozella Herrington,HIST
5A,18,Gwyneth Hite,HIST
5A,20,Jason Staton,HIST
5A,24,Nicolette Fanning,HIST
5B,7,Francie Gunn,HIST
5B,15,Viviana Wicks,HIST
5B,17,Jonie Haight,HIST
5B,21,Britt Osteen,HIST
5B,25,Breanna Moeller,HIST
5C,2,Tiffiny Mercier,HIST
5C,3,Cordia Howerton,HIST
5C,5,Christal Mattox,HIST
5C,6,Karren Christenson,HIST
5C,8,Denisha Metcalf,HIST
5C,18,Eliseo Nadeau,HIST
5C,20,Marcy Mark,HIST
5C,31,Kiersten Branham,HIST
5C,35,Marquita Edmonds,HIST
5D,3,Allyn Caskey,HIST
5D,14,Otilia Fallon,HIST
5D,17,Tanika Atherton,HIST
5D,18,Margene Ely,HIST
5D,21,Deetta Street,HIST
5D,23,Marlin Willard,HIST
5D,28,Harley Rizzo,HIST
5D,35,Kathrine Brewster,HIST
5D,36,Deshawn Broderick,HIST
5D,39,Lanette Prosser,HIST
5E,37,Rosann Bumgarner,HIST
5E,39,Guillermina Harder,HIST
6A,6,Andree Stitt,HIST
6B,12,Lala Harry,HIST
6C,6,Miyoko Elston,HIST
6C,9,Brain Cleary,HIST
6C,10,Elodia Abney,HIST
6C,13,Tandra Osteen,HIST
6C,18,Marcela Hawley,HIST
6C,21,Rossana Slagle,HIST
6C,23,Wilton Hooks,HIST
6C,32,Myrl Rosa,HIST
6C,34,Ellamae Haas,HIST
6C,37,Willa Hobson,HIST
6D,16,Shiela Dolan,HIST
6D,18,Star Dickens,HIST
6D,34,India Murdock,HIST
6D,36,Sherell Crowley,HIST
6D,37,Willene Taft,HIST
6D,38,Laurette Cady,HIST
6E,29,Cami Best,HIST
6E,31,Taunya Noland,HIST
6D,5,Gayle Gann,M1
6D,7,Synthia Ordonez,M1
6D,8,Shasta Goins,M1
6D,19,Evelynn Howerton,M1
6D,21,Tyron David,M1
6D,23,Mitchel Carbajal,M1
6D,32,Pamella Jett,M1
5B,20,Carmina Keene,M1
5D,15,Flossie Hurd,M1
5D,20,Marva Rhoades,M1
5D,32,Floretta Ruby,M1
5D,37,Glayds Pringle,M1
5E,6,Jamar Bolt,M1
5E,7,Lucrecia Nielson,M1
5E,16,Camellia Valle,M1
5E,18,Delphia Jean,M1
5E,22,Sheena Murdock,M1
6E,1,Rosalva Keen,M2
6E,2,Alesha Eddy,M2
6E,3,Efrain Walls,M2
6E,5,Ludivina Hackney,M2
6E,6,Calista Heaton,M2
6E,7,Tianna Aldridge,M2
6E,9,Valentine Stein,M2
6E,10,Tracie Mccracken,M2
6E,11,Rosena Whitfield,M2
6E,12,Tyron Ruby,M2
6E,15,Dwain Harp,M2
6E,16,Madeleine Whitt,M2
6E,19,Lyn Shipman,M2
6E,20,Hilario Marino,M2
6E,22,Katina Esquivel,M2
6E,24,Orpha Ott,M2
6E,30,Annis Hamrick,M2
6E,32,Sparkle Arthur,M2
6E,34,Elana Whitney,M2
6E,35,Freddie Lai,M2
6E,36,Delcie Shook,M2
6E,40,Merrilee Blalock,M2
5B,1,Kathlyn Smallwood,M2
5D,1,Concepcion Fagan,M2
5D,13,Antoine Low,M2
5D,26,Glynda March,M2
5E,3,Phebe Allan,M2
5E,4,Janett Lay,M2
5E,9,Shayla Cosby,M2
5E,10,Donte Molina,M2
5E,11,Takako Kerns,M2
5E,12,Delfina Singh,M2
5E,20,Stacia Starling,M2
5E,21,Jacqualine Driver,M2
5E,24,Jeni Ocampo,M2
5E,25,Williams Sweet,M2
5E,27,Tenesha Sears,M2
5E,28,Micheal Creel,M2
5E,29,Hal Muller,M2
5E,32,Lanita Weddle,M2
5E,34,Kattie Clement,M2
5E,40,Madie Blackwell,M2
4A,5,Afton Aldrich,PHY
4A,7,Leslee Tejeda,PHY
4A,12,Lashaun Strain,PHY
4A,14,Grover Ogden,PHY
4A,17,Lesia Velez,PHY
4A,20,Reba Townes,PHY
4A,25,Ardelia Stinson,PHY
4A,26,Jacinto Mauldin,PHY
4A,28,Oswaldo Gilmore,PHY
4A,30,Katia Roach,PHY
4A,35,Dayna Casper,PHY
4B,13,Angelic Morley,PHY
4B,18,Nakesha Trotter,PHY
4B,19,Theron Boykin,PHY
4B,22,Dorla Weatherford,PHY
4B,33,Alex Hartley,PHY
4B,36,Cruz Betts,PHY
4D,1,Joanie Asher,PHY
4D,3,Meridith Gruber,PHY
4D,5,Jerrold Orosco,PHY
4D,6,Adrien Elmore,PHY
4D,8,Na Alley,PHY
4D,10,Young Ogden,PHY
4D,11,Damian Spears,PHY
4D,12,Maryrose Shuman,PHY
4D,13,Vella Spear,PHY
4D,15,Lorina Charlton,PHY
4D,16,Troy Pulley,PHY
4D,20,Mikki Busch,PHY
4D,27,Reid Rodrigues,PHY
4D,30,Chase Mclain,PHY
4D,34,Deandra Ponce,PHY
4D,35,Alex Ricketts,PHY
4D,36,Margery Vickery,PHY
4E,1,Kory Hobbs,PHY
4E,2,Victorina Espino,PHY
4E,5,Olympia Satterfield,PHY
4E,6,Ariane Riggins,PHY
4E,8,Laurinda Nagel,PHY
4E,9,Marvella Mangum,PHY
4E,10,Nieves Weed,PHY
4E,11,Elane Holcombe,PHY
4E,12,Kam Cade,PHY
4E,14,Mauro Fitzsimmons,PHY
4E,16,Magali Cromer,PHY
4E,17,Abdul Hannon,PHY
4E,18,Soledad Colson,PHY
4E,20,Lolita Bullard,PHY
4E,22,Jenice Ledbetter,PHY
4E,23,Jacqui Maestas,PHY
4E,26,Patrice Boynton,PHY
4E,29,Latrice Jarvis,PHY
4E,30,Glennie Damico,PHY
4E,34,Cassie Magee,PHY
4E,36,Estefana Abrams,PHY
5A,9,Janean Maples,PHY
5A,25,Elna Moulton,PHY
5B,1,Kathlyn Smallwood,PHY
5B,14,Tommy Nixon,PHY
5B,19,Erlene Orr,PHY
5B,20,Carmina Keene,PHY
5C,9,Santos Parham,PHY
5D,1,Concepcion Fagan,PHY
5D,13,Antoine Low,PHY
5D,15,Flossie Hurd,PHY
5D,20,Marva Rhoades,PHY
5D,26,Glynda March,PHY
5D,27,Sindy Osorio,PHY
5D,37,Glayds Pringle,PHY
5E,3,Phebe Allan,PHY
5E,4,Janett Lay,PHY
5E,5,Niesha Ridley,PHY
5E,7,Lucrecia Nielson,PHY
5E,8,Rebecka Peck,PHY
5E,9,Shayla Cosby,PHY
5E,10,Donte Molina,PHY
5E,11,Takako Kerns,PHY
5E,12,Delfina Singh,PHY
5E,13,Gerry Rowley,PHY
5E,16,Camellia Valle,PHY
5E,18,Delphia Jean,PHY
5E,19,Veda Macdonald,PHY
5E,20,Stacia Starling,PHY
5E,21,Jacqualine Driver,PHY
5E,24,Jeni Ocampo,PHY
5E,25,Williams Sweet,PHY
5E,26,Chelsey Workman,PHY
5E,27,Tenesha Sears,PHY
5E,28,Micheal Creel,PHY
5E,29,Hal Muller,PHY
5E,30,Tonja Porterfield,PHY
5E,31,Lucilla Fitts,PHY
5E,32,Lanita Weddle,PHY
5E,34,Kattie Clement,PHY
5E,36,Fran Callender,PHY
5E,38,Loraine Mello,PHY
5E,40,Madie Blackwell,PHY
6A,18,Trinidad Gillette,PHY
6A,30,Izola Close,PHY
6C,1,Milan Cordell,PHY
6C,7,Tommie Headrick,PHY
6C,11,Francisco Arsenault,PHY
6C,15,Georgeanna Cowles,PHY
6C,17,Leonore Sage,PHY
6D,25,Chantal Mosby,PHY
6D,32,Pamella Jett,PHY
6D,39,Shameka Garnett,PHY
6E,1,Rosalva Keen,PHY
6E,2,Alesha Eddy,PHY
6E,3,Efrain Walls,PHY
6E,4,Twila Pederson,PHY
6E,5,Ludivina Hackney,PHY
6E,6,Calista Heaton,PHY
6E,7,Tianna Aldridge,PHY
6E,9,Valentine Stein,PHY
6E,10,Tracie Mccracken,PHY
6E,11,Rosena Whitfield,PHY
6E,12,Tyron Ruby,PHY
6E,13,Raelene Macklin,PHY
6E,15,Dwain Harp,PHY
6E,16,Madeleine Whitt,PHY
6E,19,Lyn Shipman,PHY
6E,20,Hilario Marino,PHY
6E,23,Andree Lowry,PHY
6E,24,Orpha Ott,PHY
6E,26,Deon Gurley,PHY
6E,27,Jerri Ma,PHY
6E,29,Cami Best,PHY
6E,30,Annis Hamrick,PHY
6E,31,Taunya Noland,PHY
6E,32,Sparkle Arthur,PHY
6E,33,Shawanna Dallas,PHY
6E,34,Elana Whitney,PHY
6E,35,Freddie Lai,PHY
6E,36,Delcie Shook,PHY
6E,37,Harold Turney,PHY
6E,39,Tesha Patten,PHY
6E,40,Merrilee Blalock,PHY
4A,2,Vicenta Roller,ICT
4A,7,Leslee Tejeda,ICT
4A,25,Ardelia Stinson,ICT
4A,26,Jacinto Mauldin,ICT
4A,27,Deandre Newsome,ICT
4A,28,Oswaldo Gilmore,ICT
4C,10,Lani Wu,ICT
4D,25,Kia Guenther,ICT
4E,6,Ariane Riggins,ICT
4E,8,Laurinda Nagel,ICT
5A,31,Louvenia Schafer,ICT
5B,14,Tommy Nixon,ICT
5B,19,Erlene Orr,ICT
5B,33,Leeanna Canfield,ICT
5C,27,Krystin Whitlow,ICT
5D,13,Antoine Low,ICT
5D,20,Marva Rhoades,ICT
5D,28,Harley Rizzo,ICT
5D,32,Floretta Ruby,ICT
5E,20,Stacia Starling,ICT
5E,24,Jeni Ocampo,ICT
5E,26,Chelsey Workman,ICT
6B,14,Serita Rizzo,ICT
6B,15,Russell Leeper,ICT
6C,1,Milan Cordell,ICT
6C,16,Reba Churchill,ICT
6C,19,Dan Bozeman,ICT
6D,5,Gayle Gann,ICT
6D,11,Bruna Whatley,ICT
6E,1,Rosalva Keen,ICT
6E,5,Ludivina Hackney,ICT
6E,9,Valentine Stein,ICT
6E,11,Rosena Whitfield,ICT
6E,13,Raelene Macklin,ICT
6E,22,Katina Esquivel,ICT
6E,24,Orpha Ott,ICT
6E,32,Sparkle Arthur,ICT
6E,35,Freddie Lai,ICT
6E,36,Delcie Shook,ICT
6E,37,Harold Turney,ICT
4A,11,Teresia Covert,VA
4A,14,Grover Ogden,VA
4A,18,Pasquale Mares,VA
4A,29,Charla Mccallister,VA
4B,5,Cherise Parrott,VA
4B,15,Audrea Nixon,VA
4B,24,Roxana Locklear,VA
4B,29,Arla Hein,VA
4B,33,Alex Hartley,VA
4C,4,Spring Sizemore,VA
4C,8,Mervin Caudill,VA
4C,15,Altha Motley,VA
4C,16,Eda Picard,VA
4C,28,Britt Cheng,VA
4C,30,Tereasa Barney,VA
4C,35,Claudine Cote,VA
4D,11,Damian Spears,VA
4D,32,Tiffani Kidd,VA
4D,35,Alex Ricketts,VA
4E,26,Patrice Boynton,VA
4E,33,Sydney Rawls,VA
4E,37,Timothy Cota,VA
5A,1,Anastasia Markham,VA
5A,3,Henry Reece,VA
5A,18,Gwyneth Hite,VA
5A,19,Mari Layne,VA
5A,21,Lavelle Desantis,VA
5A,34,Elwanda Zarate,VA
5B,5,Marg Leung,VA
5B,12,Terrie Cowley,VA
5B,28,Eryn Mattingly,VA
5B,32,Idell Wiggins,VA
5C,2,Tiffiny Mercier,VA
5C,15,Stephany Winstead,VA
5C,24,Boyce Guinn,VA
5C,32,Emilee Springer,VA
5C,40,Lon Latham,VA
5D,7,Jc Mize,VA
5D,12,Evelina Mcelroy,VA
6A,4,Mariah Troutman,VA
6A,27,Dorthy Scully,VA
6A,36,Arron Gant,VA
6A,37,Charissa Spivey,VA
6B,3,Rosette Sinclair,VA
6B,6,Margrett Logsdon,VA
6B,10,Marla Tirado,VA
6B,19,Cordelia Heim,VA
6B,25,Michael Duff,VA
6C,14,Rana Hoover,VA
6C,33,Gennie Hutson,VA
6C,39,Vesta Dailey,VA
6D,31,Edie Mcclure,VA
6E,28,Emely Cardenas,VA
